Entity,Code,Year,Wind (TWh - equivalent)
Iraq,IRQ,2019,0
Iraq,IRQ,2020,0
Iraq,IRQ,2021,0
Iraq,IRQ,2022,0
Ireland,IRL,1990,0
Ireland,IRL,1991,0
Ireland,IRL,1992,0.014787611
Ireland,IRL,1993,0.044362776
Ireland,IRL,1994,0.056192778
Ireland,IRL,1995,0.047320276
Ireland,IRL,1996,0.041405275
Ireland,IRL,1997,0.14787611
Ireland,IRL,1998,0.4998211
Ireland,IRL,1999,0.55305666
Ireland,IRL,2000,0.7216353
Ireland,IRL,2001,0.98139775
Ireland,IRL,2002,1.1327116
Ireland,IRL,2003,1.3168933
Ireland,IRL,2004,1.8878216
Ireland,IRL,2005,3.1844313
Ireland,IRL,2006,4.6161942
Ireland,IRL,2007,5.538526
Ireland,IRL,2008,6.7734957
Ireland,IRL,2009,8.254557
Ireland,IRL,2010,7.813714
Ireland,IRL,2011,12.08595
Ireland,IRL,2012,10.998451
Ireland,IRL,2013,12.379752
Ireland,IRL,2014,13.927435
Ireland,IRL,2015,17.704086
Ireland,IRL,2016,16.455866
Ireland,IRL,2017,19.810743
Ireland,IRL,2018,22.858465
Ireland,IRL,2019,26.411085
Ireland,IRL,2020,30.332115
Ireland,IRL,2021,25.580402
Ireland,IRL,2022,29.590975
Israel,ISR,1990,0
Israel,ISR,1991,0
Israel,ISR,1992,0
Israel,ISR,1993,0
Israel,ISR,1994,0
Israel,ISR,1995,0
Israel,ISR,1996,0
Israel,ISR,1997,0
Israel,ISR,1998,0
Israel,ISR,1999,0
Israel,ISR,2000,0
Israel,ISR,2001,0.029377777
Israel,ISR,2002,0.032107223
Israel,ISR,2003,0.03480139
Israel,ISR,2004,0.031698056
Israel,ISR,2005,0.031497497
Israel,ISR,2006,0.028454166
Israel,ISR,2007,0.02827611
Israel,ISR,2008,0.025290526
Israel,ISR,2009,0.025134416
Israel,ISR,2010,0.022204638
Israel,ISR,2011,0.019310582
Israel,ISR,2012,0.01645161
Israel,ISR,2013,0.0163525
Israel,ISR,2014,0.11215666
Israel,ISR,2015,0.01777361
Israel,ISR,2016,0.08545111
Israel,ISR,2017,0.094060555
Israel,ISR,2018,0.11988527
Israel,ISR,2019,0.12719972
Israel,ISR,2020,0.15562779
Israel,ISR,2021,0.090284996
Israel,ISR,2022,0.08995583
Italy,ITA,1965,0
Italy,ITA,1966,0
Italy,ITA,1967,0
Italy,ITA,1968,0
Italy,ITA,1969,0
Italy,ITA,1970,0
Italy,ITA,1971,0
Italy,ITA,1972,0
Italy,ITA,1973,0
Italy,ITA,1974,0
Italy,ITA,1975,0
Italy,ITA,1976,0
Italy,ITA,1977,0
Italy,ITA,1978,0
Italy,ITA,1979,0
Italy,ITA,1980,0
Italy,ITA,1981,0
Italy,ITA,1982,0
Italy,ITA,1983,0
Italy,ITA,1984,0
Italy,ITA,1985,0
Italy,ITA,1986,0
Italy,ITA,1987,0
Italy,ITA,1988,0
Italy,ITA,1989,0.005913972
Italy,ITA,1990,0.0056750276
Italy,ITA,1991,0.008512555
Italy,ITA,1992,0.0056750276
Italy,ITA,1993,0.011350055
Italy,ITA,1994,0.01986261
Italy,ITA,1995,0.025537638
Italy,ITA,1996,0.093638055
Italy,ITA,1997,0.34892473
Italy,ITA,1998,0.6860214
Italy,ITA,1999,1.1916666
Italy,ITA,2000,1.664785
Italy,ITA,2001,3.463652
Italy,ITA,2002,4.0980434
Italy,ITA,2003,4.2283807
Italy,ITA,2004,5.322411
Italy,ITA,2005,6.708978
Italy,ITA,2006,8.453697
Italy,ITA,2007,11.406622
Italy,ITA,2008,13.659693
Italy,ITA,2009,18.272715
Italy,ITA,2010,25.329655
Italy,ITA,2011,27.190403
Italy,ITA,2012,36.761402
Italy,ITA,2013,40.600548
Italy,ITA,2014,41.1195
Italy,ITA,2015,39.97421
Italy,ITA,2016,47.353313
Italy,ITA,2017,47.216343
Italy,ITA,2018,46.87276
Italy,ITA,2019,53.251915
Italy,ITA,2020,49.273388
Italy,ITA,2021,54.759983
Italy,ITA,2022,53.869656
Japan,JPN,1965,0
Japan,JPN,1966,0
Japan,JPN,1967,0
Japan,JPN,1968,0
Japan,JPN,1969,0
Japan,JPN,1970,0
Japan,JPN,1971,0
Japan,JPN,1972,0
Japan,JPN,1973,0
Japan,JPN,1974,0
Japan,JPN,1975,0
Japan,JPN,1976,0
Japan,JPN,1977,0
Japan,JPN,1978,0
Japan,JPN,1979,0
Japan,JPN,1980,0
Japan,JPN,1981,0
Japan,JPN,1982,0
Japan,JPN,1983,0
Japan,JPN,1984,0
Japan,JPN,1985,0
Japan,JPN,1986,0
Japan,JPN,1987,0
Japan,JPN,1988,0
Japan,JPN,1989,0
Japan,JPN,1990,0
Japan,JPN,1991,0
Japan,JPN,1992,0
Japan,JPN,1993,0.0028375275
Japan,JPN,1994,0.0028375275
Japan,JPN,1995,0.0028375275
Japan,JPN,1996,0.0056750276
Japan,JPN,1997,0.0028375275
Japan,JPN,1998,0.020908
Japan,JPN,1999,0.10752694
Japan,JPN,2000,0.32231194
Japan,JPN,2001,0.7403225
Japan,JPN,2002,1.2054785
Japan,JPN,2003,2.412903
Japan,JPN,2004,4.1495786
Japan,JPN,2005,5.4691195
Japan,JPN,2006,6.074939
Japan,JPN,2007,7.747681
Japan,JPN,2008,8.275621
Japan,JPN,2009,9.571467
Japan,JPN,2010,10.896171
Japan,JPN,2011,12.300954
Japan,JPN,2012,12.962273
Japan,JPN,2013,13.99003
Japan,JPN,2014,13.58334
Japan,JPN,2015,14.064874
Japan,JPN,2016,14.297439
Japan,JPN,2017,15.5077915
Japan,JPN,2018,17.0514
Japan,JPN,2019,17.789293
Japan,JPN,2020,20.535694
Japan,JPN,2021,21.587341
Japan,JPN,2022,21.308592
Kazakhstan,KAZ,1990,0
Kazakhstan,KAZ,1991,0
Kazakhstan,KAZ,1992,0
Kazakhstan,KAZ,1993,0
Kazakhstan,KAZ,1994,0
Kazakhstan,KAZ,1995,0
Kazakhstan,KAZ,1996,0
Kazakhstan,KAZ,1997,0
Kazakhstan,KAZ,1998,0
Kazakhstan,KAZ,1999,0
Kazakhstan,KAZ,2000,0
Kazakhstan,KAZ,2001,0
Kazakhstan,KAZ,2002,0
Kazakhstan,KAZ,2003,0
Kazakhstan,KAZ,2004,0
Kazakhstan,KAZ,2005,0
Kazakhstan,KAZ,2006,0
Kazakhstan,KAZ,2007,0
Kazakhstan,KAZ,2008,0
Kazakhstan,KAZ,2009,0
Kazakhstan,KAZ,2010,0
Kazakhstan,KAZ,2011,0.0004055222
Kazakhstan,KAZ,2012,0.0073072496
Kazakhstan,KAZ,2013,0.01239711
Kazakhstan,KAZ,2014,0.035936665
Kazakhstan,KAZ,2015,0.35472444
Kazakhstan,KAZ,2016,0.7361391
Kazakhstan,KAZ,2017,0.9042097
Kazakhstan,KAZ,2018,1.0194386
Kazakhstan,KAZ,2019,1.8639841
Kazakhstan,KAZ,2020,2.7015624
Kazakhstan,KAZ,2021,4.570457
Kazakhstan,KAZ,2022,6.5975223
Kuwait,KWT,1990,0
Kuwait,KWT,1991,0
Kuwait,KWT,1992,0
Kuwait,KWT,1993,0
Kuwait,KWT,1994,0
Kuwait,KWT,1995,0
Kuwait,KWT,1996,0
Kuwait,KWT,1997,0
Kuwait,KWT,1998,0
Kuwait,KWT,1999,0
Kuwait,KWT,2000,0
Kuwait,KWT,2001,0
Kuwait,KWT,2002,0
Kuwait,KWT,2003,0
Kuwait,KWT,2004,0
Kuwait,KWT,2005,0
Kuwait,KWT,2006,0
Kuwait,KWT,2007,0
Kuwait,KWT,2008,0
Kuwait,KWT,2009,0
Kuwait,KWT,2010,0
Kuwait,KWT,2011,0
Kuwait,KWT,2012,0
Kuwait,KWT,2013,0
Kuwait,KWT,2014,0
Kuwait,KWT,2015,0
Kuwait,KWT,2016,0
Kuwait,KWT,2017,0.005216139
Kuwait,KWT,2018,0.0051856386
Kuwait,KWT,2019,0.009600221
Kuwait,KWT,2020,0.012519528
Kuwait,KWT,2021,0.01243961
Kuwait,KWT,2022,0.01239425
Latvia,LVA,1990,0
Latvia,LVA,1991,0
Latvia,LVA,1992,0
Latvia,LVA,1993,0
Latvia,LVA,1994,0
Latvia,LVA,1995,0
Latvia,LVA,1996,0.002957
Latvia,LVA,1997,0.005913972
Latvia,LVA,1998,0.005913972
Latvia,LVA,1999,0.005913972
Latvia,LVA,2000,0.014784943
Latvia,LVA,2001,0.008813362
Latvia,LVA,2002,0.032107223
Latvia,LVA,2003,0.13920583
Latvia,LVA,2004,0.14120084
Latvia,LVA,2005,0.13458055
Latvia,LVA,2006,0.13088861
Latvia,LVA,2007,0.14986388
Latvia,LVA,2008,0.16298333
Latvia,LVA,2009,0.13405028
Latvia,LVA,2010,0.13600333
Latvia,LVA,2011,0.19586444
Latvia,LVA,2012,0.29612887
Latvia,LVA,2013,0.3243247
Latvia,LVA,2014,0.27361888
Latvia,LVA,2015,0.39586693
Latvia,LVA,2016,0.34801498
Latvia,LVA,2017,0.39919358
Latvia,LVA,2018,0.32287914
Latvia,LVA,2019,0.40593722
Latvia,LVA,2020,0.46443832
Latvia,LVA,2021,0.3700922
Latvia,LVA,2022,0.5076891
Lithuania,LTU,1990,0
Lithuania,LTU,1991,0
Lithuania,LTU,1992,0
Lithuania,LTU,1993,0
Lithuania,LTU,1994,0
Lithuania,LTU,1995,0
Lithuania,LTU,1996,0
Lithuania,LTU,1997,0
Lithuania,LTU,1998,0
Lithuania,LTU,1999,0
Lithuania,LTU,2000,0
Lithuania,LTU,2001,0
Lithuania,LTU,2002,0
Lithuania,LTU,2003,0
Lithuania,LTU,2004,0.003457972
Lithuania,LTU,2005,0.005154139
Lithuania,LTU,2006,0.038981944
Lithuania,LTU,2007,0.30001056
Lithuania,LTU,2008,0.3683986
Lithuania,LTU,2009,0.44041082
Lithuania,LTU,2010,0.62172973
Lithuania,LTU,2011,1.3103608
Lithuania,LTU,2012,1.4809194
Lithuania,LTU,2013,1.6426094
Lithuania,LTU,2014,1.7313844
Lithuania,LTU,2015,2.1821153
Lithuania,LTU,2016,3.040847
Lithuania,LTU,2017,3.6294677
Lithuania,LTU,2018,3.0293577
Lithuania,LTU,2019,3.9523768
Lithuania,LTU,2020,4.075213
Lithuania,LTU,2021,3.563129
Lithuania,LTU,2022,3.9424224
Lower-middle-income countries,,1965,0
Lower-middle-income countries,,1966,0
Lower-middle-income countries,,1967,0
Lower-middle-income countries,,1968,0
Lower-middle-income countries,,1969,0
Lower-middle-income countries,,1970,0
Lower-middle-income countries,,1971,0
Lower-middle-income countries,,1972,0
Lower-middle-income countries,,1973,0
Lower-middle-income countries,,1974,0
Lower-middle-income countries,,1975,0
Lower-middle-income countries,,1976,0
Lower-middle-income countries,,1977,0
Lower-middle-income countries,,1978,0
Lower-middle-income countries,,1979,0
Lower-middle-income countries,,1980,0
Lower-middle-income countries,,1981,0
Lower-middle-income countries,,1982,0
Lower-middle-income countries,,1983,0
Lower-middle-income countries,,1984,0
Lower-middle-income countries,,1985,0
Lower-middle-income countries,,1986,0
Lower-middle-income countries,,1987,0
Lower-middle-income countries,,1988,0
Lower-middle-income countries,,1989,0
Lower-middle-income countries,,1990,0.08960583
Lower-middle-income countries,,1991,0.3338736
Lower-middle-income countries,,1992,0.26160473
Lower-middle-income countries,,1993,0.2802339
Lower-middle-income countries,,1994,0.56561273
Lower-middle-income countries,,1995,1.4680564
Lower-middle-income countries,,1996,2.5973601
Lower-middle-income countries,,1997,2.9215052
Lower-middle-income countries,,1998,3.1994624
Lower-middle-income countries,,1999,4.4340053
Lower-middle-income countries,,2000,5.2409678
Lower-middle-income countries,,2001,7.4120383
Lower-middle-income countries,,2002,7.435164
Lower-middle-income countries,,2003,9.15072
Lower-middle-income countries,,2004,17.319841
Lower-middle-income countries,,2005,19.574827
Lower-middle-income countries,,2006,29.430023
Lower-middle-income countries,,2007,36.396584
Lower-middle-income countries,,2008,44.72632
Lower-middle-income countries,,2009,50.427425
Lower-middle-income countries,,2010,60.80644
Lower-middle-income countries,,2011,73.576454
Lower-middle-income countries,,2012,83.24396
Lower-middle-income countries,,2013,93.160706
Lower-middle-income countries,,2014,104.4354
Lower-middle-income countries,,2015,108.460594
Lower-middle-income countries,,2016,140.35262
Lower-middle-income countries,,2017,166.78973
Lower-middle-income countries,,2018,195.99776
Lower-middle-income countries,,2019,214.8581
Lower-middle-income countries,,2020,210.92339
Lower-middle-income countries,,2021,240.09344
Lower-middle-income countries,,2022,255.2012
Luxembourg,LUX,1990,0
Luxembourg,LUX,1991,0
Luxembourg,LUX,1992,0
Luxembourg,LUX,1993,0
Luxembourg,LUX,1994,0
Luxembourg,LUX,1995,0
Luxembourg,LUX,1996,0
Luxembourg,LUX,1997,0.008870971
Luxembourg,LUX,1998,0.032526944
Luxembourg,LUX,1999,0.05322583
Luxembourg,LUX,2000,0.073164724
Luxembourg,LUX,2001,0.06974305
Luxembourg,LUX,2002,0.07145027
Luxembourg,LUX,2003,0.075890556
Luxembourg,LUX,2004,0.11353416
Luxembourg,LUX,2005,0.1496161
Luxembourg,LUX,2006,0.1649936
Luxembourg,LUX,2007,0.18177637
Luxembourg,LUX,2008,0.1702586
Luxembourg,LUX,2009,0.17725888
Luxembourg,LUX,2010,0.15288723
Luxembourg,LUX,2011,0.17669193
Luxembourg,LUX,2012,0.21240665
Luxembourg,LUX,2013,0.22628333
Luxembourg,LUX,2014,0.21639194
Luxembourg,LUX,2015,0.27427387
Luxembourg,LUX,2016,0.27168193
Luxembourg,LUX,2017,0.62493217
Luxembourg,LUX,2018,0.67353606
Luxembourg,LUX,2019,0.7414541
Luxembourg,LUX,2020,0.9221822
Luxembourg,LUX,2021,0.8224555
Luxembourg,LUX,2022,0.87258554
Malaysia,MYS,1971,0
Malaysia,MYS,1972,0
Malaysia,MYS,1973,0
Malaysia,MYS,1974,0
Malaysia,MYS,1975,0
Malaysia,MYS,1976,0
Malaysia,MYS,1977,0
Malaysia,MYS,1978,0
Malaysia,MYS,1979,0
Malaysia,MYS,1980,0
Malaysia,MYS,1981,0
Malaysia,MYS,1982,0
Malaysia,MYS,1983,0
Malaysia,MYS,1984,0
Malaysia,MYS,1985,0
Malaysia,MYS,1986,0
Malaysia,MYS,1987,0
Malaysia,MYS,1988,0
Malaysia,MYS,1989,0
Malaysia,MYS,1990,0
Malaysia,MYS,1991,0
Malaysia,MYS,1992,0
Malaysia,MYS,1993,0
Malaysia,MYS,1994,0
Malaysia,MYS,1995,0
Malaysia,MYS,1996,0
Malaysia,MYS,1997,0
Malaysia,MYS,1998,0
Malaysia,MYS,1999,0
Malaysia,MYS,2000,0
Malaysia,MYS,2001,0
Malaysia,MYS,2002,0
Malaysia,MYS,2003,0
Malaysia,MYS,2004,0
Malaysia,MYS,2005,0
Malaysia,MYS,2006,0
Malaysia,MYS,2007,0
Malaysia,MYS,2008,0
Malaysia,MYS,2009,0
Malaysia,MYS,2010,0
Malaysia,MYS,2011,0
Malaysia,MYS,2012,0
Malaysia,MYS,2013,0
Malaysia,MYS,2014,0
Malaysia,MYS,2015,0
Malaysia,MYS,2016,0
Malaysia,MYS,2017,0
Malaysia,MYS,2018,0
Malaysia,MYS,2019,0
Malaysia,MYS,2020,0
Malaysia,MYS,2021,0
Malaysia,MYS,2022,0
Mexico,MEX,1971,0
Mexico,MEX,1972,0
Mexico,MEX,1973,0
Mexico,MEX,1974,0
Mexico,MEX,1975,0
Mexico,MEX,1976,0
Mexico,MEX,1977,0
Mexico,MEX,1978,0
Mexico,MEX,1979,0
Mexico,MEX,1980,0
Mexico,MEX,1981,0
Mexico,MEX,1982,0
Mexico,MEX,1983,0
Mexico,MEX,1984,0
Mexico,MEX,1985,0
Mexico,MEX,1986,0
Mexico,MEX,1987,0
Mexico,MEX,1988,0
Mexico,MEX,1989,0
Mexico,MEX,1990,0.002957
Mexico,MEX,1991,0.002957
Mexico,MEX,1992,0.002957
Mexico,MEX,1993,0.002957
Mexico,MEX,1994,0.014784943
Mexico,MEX,1995,0.020698916
Mexico,MEX,1996,0.017741943
Mexico,MEX,1997,0.035483886
Mexico,MEX,1998,0.044354722
Mexico,MEX,1999,0.050268885
Mexico,MEX,2000,0.056182776
Mexico,MEX,2001,0.052880276
Mexico,MEX,2002,0.061295554
Mexico,MEX,2003,0.05510222
Mexico,MEX,2004,0.057633054
Mexico,MEX,2005,0.054404724
Mexico,MEX,2006,0.12804334
Mexico,MEX,2007,0.70124996
Mexico,MEX,2008,0.71656466
Mexico,MEX,2009,1.6654415
Mexico,MEX,2010,3.4392505
Mexico,MEX,2011,4.547149
Mexico,MEX,2012,10.113109
Mexico,MEX,2013,11.404631
Mexico,MEX,2014,17.409197
Mexico,MEX,2015,23.550297
Mexico,MEX,2016,27.78255
Mexico,MEX,2017,28.262321
Mexico,MEX,2018,32.90028
Mexico,MEX,2019,44.09167
Mexico,MEX,2020,51.745487
Mexico,MEX,2021,55.146126
Mexico,MEX,2022,52.969234
Middle Africa (EI),,1980,0
Middle Africa (EI),,1981,0
Middle Africa (EI),,1982,0
Middle Africa (EI),,1983,0
Middle Africa (EI),,1984,0
Middle Africa (EI),,1985,0
Middle Africa (EI),,1986,0
Middle Africa (EI),,1987,0
Middle Africa (EI),,1988,0
Middle Africa (EI),,1989,0
Middle Africa (EI),,1990,0
Middle Africa (EI),,1991,0
Middle Africa (EI),,1992,0
Middle Africa (EI),,1993,0
Middle Africa (EI),,1994,0
Middle Africa (EI),,1995,0
Middle Africa (EI),,1996,0
Middle Africa (EI),,1997,0
Middle Africa (EI),,1998,0
Middle Africa (EI),,1999,0
Middle Africa (EI),,2000,0
Middle Africa (EI),,2001,0
Middle Africa (EI),,2002,0
Middle Africa (EI),,2003,0
Middle Africa (EI),,2004,0
Middle Africa (EI),,2005,0
Middle Africa (EI),,2006,0
Middle Africa (EI),,2007,0
Middle Africa (EI),,2008,0
Middle Africa (EI),,2009,0
Middle Africa (EI),,2010,0
Middle Africa (EI),,2011,0
Middle Africa (EI),,2012,0
Middle Africa (EI),,2013,0
Middle Africa (EI),,2014,0
Middle Africa (EI),,2015,0
Middle Africa (EI),,2016,0.023825638
Middle Africa (EI),,2017,0.02368547
Middle Africa (EI),,2018,0.023546971
Middle Africa (EI),,2019,0.023460167
Middle Africa (EI),,2020,0.02337397
Middle Africa (EI),,2021,0.023224806
Middle Africa (EI),,2022,0.023140112
Middle East (EI),,1971,0
Middle East (EI),,1972,0
Middle East (EI),,1973,0
Middle East (EI),,1974,0
Middle East (EI),,1975,0
Middle East (EI),,1976,0
Middle East (EI),,1977,0
Middle East (EI),,1978,0
Middle East (EI),,1979,0
Middle East (EI),,1980,0
Middle East (EI),,1981,0
Middle East (EI),,1982,0
Middle East (EI),,1983,0
Middle East (EI),,1984,0
Middle East (EI),,1985,0
Middle East (EI),,1986,0
Middle East (EI),,1987,0
Middle East (EI),,1988,0
Middle East (EI),,1989,0
Middle East (EI),,1990,0.002957
Middle East (EI),,1991,0.002957
Middle East (EI),,1992,0.002957
Middle East (EI),,1993,0.002957
Middle East (EI),,1994,0.002957
Middle East (EI),,1995,0.002957
Middle East (EI),,1996,0.002957
Middle East (EI),,1997,0.008870971
Middle East (EI),,1998,0.008870971
Middle East (EI),,1999,0.11236555
Middle East (EI),,2000,0.116801105
Middle East (EI),,2001,0.13719472
Middle East (EI),,2002,0.12930444
Middle East (EI),,2003,0.123545274
Middle East (EI),,2004,0.17693332
Middle East (EI),,2005,0.2462536
Middle East (EI),,2006,0.39664942
Middle East (EI),,2007,0.43828136
Middle East (EI),,2008,0.5903933
Middle East (EI),,2009,0.6716472
Middle East (EI),,2010,0.505988
Middle East (EI),,2011,0.6187661
Middle East (EI),,2012,0.8096936
Middle East (EI),,2013,0.6426236
Middle East (EI),,2014,0.6910314
Middle East (EI),,2015,0.75534916
Middle East (EI),,2016,1.57201
Middle East (EI),,2017,2.175533
Middle East (EI),,2018,3.9985979
Middle East (EI),,2019,4.39006
Middle East (EI),,2020,7.0412803
Middle East (EI),,2021,7.5681696
Middle East (EI),,2022,7.792839
Morocco,MAR,1965,0
Morocco,MAR,1966,0
Morocco,MAR,1967,0
Morocco,MAR,1968,0
Morocco,MAR,1969,0
Morocco,MAR,1970,0
Morocco,MAR,1971,0
Morocco,MAR,1972,0
Morocco,MAR,1973,0
Morocco,MAR,1974,0
Morocco,MAR,1975,0
Morocco,MAR,1976,0
Morocco,MAR,1977,0
Morocco,MAR,1978,0
Morocco,MAR,1979,0
Morocco,MAR,1980,0
Morocco,MAR,1981,0
Morocco,MAR,1982,0
Morocco,MAR,1983,0
Morocco,MAR,1984,0
Morocco,MAR,1985,0
Morocco,MAR,1986,0
Morocco,MAR,1987,0
Morocco,MAR,1988,0
Morocco,MAR,1989,0
Morocco,MAR,1990,0
Morocco,MAR,1991,0
Morocco,MAR,1992,0
Morocco,MAR,1993,0
Morocco,MAR,1994,0
Morocco,MAR,1995,0
Morocco,MAR,1996,0
Morocco,MAR,1997,0
Morocco,MAR,1998,0
Morocco,MAR,1999,0
Morocco,MAR,2000,0.18924722
Morocco,MAR,2001,0.6045966
Morocco,MAR,2002,0.56596196
Morocco,MAR,2003,0.58814526
Morocco,MAR,2004,0.5731605
Morocco,MAR,2005,0.5907222
Morocco,MAR,2006,0.521278
Morocco,MAR,2007,0.7886236
Morocco,MAR,2008,0.8379592
Morocco,MAR,2009,1.0922297
Morocco,MAR,2010,1.8285513
Morocco,MAR,2011,1.9095408
Morocco,MAR,2012,1.9961288
Morocco,MAR,2013,3.31111
Morocco,MAR,2014,5.2117624
Morocco,MAR,2015,6.7846746
Morocco,MAR,2016,8.03138
Morocco,MAR,2017,8.07675
Morocco,MAR,2018,10.161558
Morocco,MAR,2019,12.386934
Morocco,MAR,2020,12.059633
Morocco,MAR,2021,13.362505
Morocco,MAR,2022,13.963497
Netherlands,NLD,1965,0
Netherlands,NLD,1966,0
Netherlands,NLD,1967,0
Netherlands,NLD,1968,0
Netherlands,NLD,1969,0
Netherlands,NLD,1970,0
Netherlands,NLD,1971,0
Netherlands,NLD,1972,0
Netherlands,NLD,1973,0
Netherlands,NLD,1974,0
Netherlands,NLD,1975,0
Netherlands,NLD,1976,0
Netherlands,NLD,1977,0
Netherlands,NLD,1978,0
Netherlands,NLD,1979,0
Netherlands,NLD,1980,0
Netherlands,NLD,1981,0
Netherlands,NLD,1982,0
Netherlands,NLD,1983,0
Netherlands,NLD,1984,0
Netherlands,NLD,1985,0
Netherlands,NLD,1986,0.002957
Netherlands,NLD,1987,0.005913972
Netherlands,NLD,1988,0.047311943
Netherlands,NLD,1989,0.06801083
Netherlands,NLD,1990,0.16559137
Netherlands,NLD,1991,0.26021498
Netherlands,NLD,1992,0.4346775
Netherlands,NLD,1993,0.5145161
Netherlands,NLD,1994,0.7037633
Netherlands,NLD,1995,0.93736553
Netherlands,NLD,1996,1.2922041
Netherlands,NLD,1997,1.40457
Netherlands,NLD,1998,1.892473
Netherlands,NLD,1999,1.907258
Netherlands,NLD,2000,2.451344
Netherlands,NLD,2001,2.423675
Netherlands,NLD,2002,2.7612174
Netherlands,NLD,2003,3.8223636
Netherlands,NLD,2004,5.380044
Netherlands,NLD,2005,5.918676
Netherlands,NLD,2006,7.7793365
Netherlands,NLD,2007,9.718533
Netherlands,NLD,2008,11.966163
Netherlands,NLD,2009,12.79993
Netherlands,NLD,2010,11.083041
Netherlands,NLD,2011,14.06961
Netherlands,NLD,2012,13.659854
Netherlands,NLD,2013,15.3363285
Netherlands,NLD,2014,15.705545
Netherlands,NLD,2015,20.331558
Netherlands,NLD,2016,21.872591
Netherlands,NLD,2017,28.126646
Netherlands,NLD,2018,27.908482
Netherlands,NLD,2019,30.202164
Netherlands,NLD,2020,40.123726
Netherlands,NLD,2021,47.112885
Netherlands,NLD,2022,55.14566
New Zealand,NZL,1974,0
New Zealand,NZL,1975,0
New Zealand,NZL,1976,0
New Zealand,NZL,1977,0
New Zealand,NZL,1978,0
New Zealand,NZL,1979,0
New Zealand,NZL,1980,0
New Zealand,NZL,1981,0
New Zealand,NZL,1982,0
New Zealand,NZL,1983,0
New Zealand,NZL,1984,0
New Zealand,NZL,1985,0
New Zealand,NZL,1986,0
New Zealand,NZL,1987,0
New Zealand,NZL,1988,0
New Zealand,NZL,1989,0
New Zealand,NZL,1990,0
New Zealand,NZL,1991,0
New Zealand,NZL,1992,0.0020430111
New Zealand,NZL,1993,0.0029151666
New Zealand,NZL,1994,0.0029868612
New Zealand,NZL,1995,0.0029868612
New Zealand,NZL,1996,0.024620665
New Zealand,NZL,1997,0.040196113
New Zealand,NZL,1998,0.06525972
New Zealand,NZL,1999,0.11530166
New Zealand,NZL,2000,0.35545388
New Zealand,NZL,2001,0.40831694
New Zealand,NZL,2002,0.4538297
New Zealand,NZL,2003,0.42498693
New Zealand,NZL,2004,1.0418228
New Zealand,NZL,2005,1.759241
New Zealand,NZL,2006,1.7704588
New Zealand,NZL,2007,2.6293476
New Zealand,NZL,2008,2.9743276
New Zealand,NZL,2009,4.12333
New Zealand,NZL,2010,4.544111
New Zealand,NZL,2011,5.3992906
New Zealand,NZL,2012,5.7010202
New Zealand,NZL,2013,5.5104413
New Zealand,NZL,2014,5.989612
New Zealand,NZL,2015,6.3665366
New Zealand,NZL,2016,6.266317
New Zealand,NZL,2017,5.564888
New Zealand,NZL,2018,5.4712734
New Zealand,NZL,2019,5.9458766
New Zealand,NZL,2020,6.054294
New Zealand,NZL,2021,6.9151397
New Zealand,NZL,2022,7.470776
Non-OECD (EI),,1965,0
Non-OECD (EI),,1966,0
Non-OECD (EI),,1967,0
Non-OECD (EI),,1968,0
Non-OECD (EI),,1969,0
Non-OECD (EI),,1970,0
Non-OECD (EI),,1971,0
Non-OECD (EI),,1972,0
Non-OECD (EI),,1973,0
Non-OECD (EI),,1974,0
Non-OECD (EI),,1975,0
Non-OECD (EI),,1976,0
Non-OECD (EI),,1977,0
Non-OECD (EI),,1978,0
Non-OECD (EI),,1979,0
Non-OECD (EI),,1980,0
Non-OECD (EI),,1981,0
Non-OECD (EI),,1982,0
Non-OECD (EI),,1983,0
Non-OECD (EI),,1984,0
Non-OECD (EI),,1985,0
Non-OECD (EI),,1986,0
Non-OECD (EI),,1987,0
Non-OECD (EI),,1988,0
Non-OECD (EI),,1989,0
Non-OECD (EI),,1990,0.10152333
Non-OECD (EI),,1991,0.36371222
Non-OECD (EI),,1992,0.6528533
Non-OECD (EI),,1993,0.9226861
Non-OECD (EI),,1994,1.7443494
Non-OECD (EI),,1995,3.336327
Non-OECD (EI),,1996,2.962989
Non-OECD (EI),,1997,3.6337433
Non-OECD (EI),,1998,4.440585
Non-OECD (EI),,1999,6.0300016
Non-OECD (EI),,2000,7.34699
Non-OECD (EI),,2001,10.086272
Non-OECD (EI),,2002,10.663362
Non-OECD (EI),,2003,12.900088
Non-OECD (EI),,2004,22.028316
Non-OECD (EI),,2005,26.53629
Non-OECD (EI),,2006,42.469044
Non-OECD (EI),,2007,56.22552
Non-OECD (EI),,2008,87.98183
Non-OECD (EI),,2009,135.85031
Non-OECD (EI),,2010,212.43468
Non-OECD (EI),,2011,299.74365
Non-OECD (EI),,2012,401.5647
Non-OECD (EI),,2013,521.02814
Non-OECD (EI),,2014,612.55334
Non-OECD (EI),,2015,729.31573
Non-OECD (EI),,2016,945.1082
Non-OECD (EI),,2017,1175.7808
Non-OECD (EI),,2018,1384.4517
Non-OECD (EI),,2019,1550.8519
Non-OECD (EI),,2020,1724.5002
Non-OECD (EI),,2021,2308.0208
Non-OECD (EI),,2022,2636.233
North America,,1971,0
North America,,1972,0
North America,,1973,0
North America,,1974,0
North America,,1975,0
North America,,1976,0
North America,,1977,0
North America,,1978,0
North America,,1979,0
North America,,1980,0
